file_type,status,path
research_plan,has_placeholder,products/facilities/vet-centers/initiatives/2020-2021-modernization/discovery/veteran-interviews/research-plan.md
conversation_guide,complete,products/facilities/vet-centers/initiatives/2020-2021-modernization/discovery/veteran-usability-tests/conversation-guide.md
research_plan,complete,products/facilities/vet-centers/initiatives/2020-2021-modernization/discovery/veteran-usability-tests/research-plan.md
research_plan,has_placeholder,products/facilities/vet-centers/initiatives/2021-03-services-taxonomy/taxonomy-study/research-plan.md
conversation_guide,complete,products/find-a-va-form/initiatives/2021-post-mvp-releases/research/conversation-guide.md
research_plan,complete,products/find-a-va-form/initiatives/2021-post-mvp-releases/research/research-plan.md
conversation_guide,complete,products/harassment-reporting/research/static-landing-page/conversation-guide.md
research_plan,has_placeholder,products/harassment-reporting/research/static-landing-page/research-plan.md
conversation_guide,complete,products/harassment-reporting/research/usability/conversation-guide.md
research_plan,has_placeholder,products/harassment-reporting/research/usability/research-plan.md
conversation_guide,complete,products/header-footer/initiatives/2024-federal-standardized-header-footer/research/phase1-no-AT/conversation-guide.md
research_plan,complete,products/header-footer/initiatives/2024-federal-standardized-header-footer/research/phase1-no-AT/research-plan.md
conversation_guide,complete,products/header-footer/initiatives/2024-federal-standardized-header-footer/research/phase2-AT/conversation-guide.md
research_plan,complete,products/header-footer/initiatives/2024-federal-standardized-header-footer/research/phase2-AT/research-plan.md
conversation_guide,complete,products/health-care/1095b-tax-form/research/conversation-guide.md
research_plan,has_placeholder,products/health-care/1095b-tax-form/research/research-plan.md
conversation_guide,complete,products/health-care/1095b-tax-form/research/round2/conversation-guide.md
research_plan,has_placeholder,products/health-care/1095b-tax-form/research/round2/researchplan.md
conversation_guide,complete,products/health-care/1095b-tax-form/research/uat/conversation-guide.md
research_plan,has_placeholder,products/health-care/1095b-tax-form/research/uat/research-plan.md
research_plan,has_placeholder,products/health-care/COVID-screener/research-plan-study-1.md
conversation_guide,complete,products/health-care/application/va-application/research/2018-10/conversation-guide.md
research_plan,has_placeholder,products/health-care/application/va-application/research/2018-10/research-plan.md
conversation_guide,complete,products/health-care/application/va-application/research/2021-11-short-form-usability/conversation-guide.md
conversation_guide,complete,products/health-care/application/va-application/research/2022-06-Short form usability/conversation-guide.md
research_plan,has_placeholder,products/health-care/application/va-application/research/2022-06-Short form usability/research-plan.md
conversation_guide,complete,products/health-care/application/va-application/research/2022-06-short form UAT/conversation-guide.md
research_plan,has_placeholder,products/health-care/application/va-application/research/2022-06-short form UAT/research-plan.md
conversation_guide,complete,products/health-care/application/va-application/research/2023-01-Baseline Task Research/conversation-guide.md
research_plan,complete,products/health-care/application/va-application/research/2023-01-Baseline Task Research/research-plan.md
conversation_guide,complete,products/health-care/application/va-application/research/2023-04-Household information section usability/conversation-guide.md
research_plan,has_placeholder,products/health-care/application/va-application/research/2023-04-Household information section usability/research-plan.md
conversation_guide,complete,products/health-care/application/va-application/research/2023-06-Priority Group and Financial Disclosure/conversation-guide.md
research_plan,complete,products/health-care/application/va-application/research/2023-06-Priority Group and Financial Disclosure/research-plan.md
conversation_guide,complete,products/health-care/application/va-application/research/2023-06-Registration flow exploration/conversation-guide-mental-model-cohort1.md
conversation_guide,complete,products/health-care/application/va-application/research/2023-06-Registration flow exploration/conversation-guide-mental-model-cohort2.md
research_plan,has_placeholder,products/health-care/application/va-application/research/2023-06-Registration flow exploration/research-plan-mental-model.md
conversation_guide,complete,products/health-care/application/va-application/research/2023-06-Staff facing EZR and Reg Only research/conversation-guide.md
conversation_guide,complete,products/health-care/application/va-application/research/2023-11-EZR MVP UAT/conversation-guide.md
research_plan,complete,products/health-care/application/va-application/research/2023-11-EZR MVP UAT/research-plan.md
research_plan,complete,products/health-care/application/va-application/research/2023-11-Registration Reasons Tree Test/research-plan.md
conversation_guide,complete,products/health-care/application/va-application/research/2023-12-EZR Usability/conversation-guide.md
research_plan,complete,products/health-care/application/va-application/research/2023-12-EZR Usability/research-plan.md
conversation_guide,complete,products/health-care/application/va-application/research/2024-04-ToxicExposure-UsabilityStudy/conversation-guide.md
research_plan,has_placeholder,products/health-care/application/va-application/research/2024-04-ToxicExposure-UsabilityStudy/research-plan.md
research_plan,has_placeholder,products/health-care/application/va-application/research/2024-09-Social Listening/Research-Plan.md
conversation_guide,complete,products/health-care/application/va-application/research/april-may-2021/end-user-discovery/conversation-guide.md
research_plan,has_placeholder,products/health-care/application/va-application/research/april-may-2021/end-user-discovery/research-plan.md
conversation_guide,complete,products/health-care/application/va-application/research/user-testing/dashboard-updates/conversation-guide.md
research_plan,has_placeholder,products/health-care/application/va-application/research/user-testing/dashboard-updates/research-plan.md
conversation_guide,complete,products/health-care/application/va-application/research/user-testing/mar-2019/conversation-guide.md
research_plan,has_placeholder,products/health-care/application/va-application/research/user-testing/mar-2019/research-plan.md
research_plan,complete,"products/health-care/appointments/appointment-reminders/research/2023-10-notification-kano/research-plan-survey-1-(travel, pre-check-in, AVS).md"
research_plan,complete,"products/health-care/appointments/appointment-reminders/research/2023-10-notification-kano/research-plan-survey-2-(appointments, co-pay & combo).md"
research_plan,complete,products/health-care/appointments/appointment-reminders/research/2023-10-notification-kano/research-plan-survey-3-(appointments-only).md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/initiatives/community-care-direct-scheduling/research/2024-06 Community Care Self-Scheduling - Usability and Concept Testing/conversation-guide.md
research_plan,complete,products/health-care/appointments/va-online-scheduling/initiatives/community-care-direct-scheduling/research/2024-06 Community Care Self-Scheduling - Usability and Concept Testing/research-plan.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/initiatives/community-care-direct-scheduling/research/2025-01 Community Care Self-Scheduling - Unmoderated UAT/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2019-09-usability-testing-new-VAOS-ux/request_usability/conversation-guide.md
research_plan,complete,products/health-care/appointments/va-online-scheduling/research/2019-09-usability-testing-new-VAOS-ux/request_usability/research-plan.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2019-11-uat-phase-1-view-appts/research_plan_phased_rollout.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2019-12-uat-phase-2-requests/conversation-guide.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2020-01-uat-phase-3-community-care/conversation-guide.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2020-01-uat-phase-3-community-care/research_plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2020-02-uat-phase-4-direct-schedule/conversation-guide.md
research_plan,complete,products/health-care/appointments/va-online-scheduling/research/2020-02-uat-phase-4-direct-schedule/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2020-05-express-care-research/conversation-guide.md
research_plan,complete,products/health-care/appointments/va-online-scheduling/research/2020-05-express-care-research/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2020-07-vaos-mvp-and-express-care-user-research/conversation-guide.md
research_plan,complete,products/health-care/appointments/va-online-scheduling/research/2020-07-vaos-mvp-and-express-care-user-research/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2020-10-cc-provider-selection-usability/conversation-guide.md
research_plan,complete,products/health-care/appointments/va-online-scheduling/research/2020-10-cc-provider-selection-usability/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2021-01-appts-list-test/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2021-01-appts-list-test/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2021-05-facilities-personalization-research/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2021-05-facilities-personalization-research/research-plan.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2021-08-facilities-ab-test/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2021-11-request-clarification-research/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2021-11-request-clarification-research/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2022-01-mhv-and-vaos-appts-list-discovery/conversation-guide.md
research_plan,complete,products/health-care/appointments/va-online-scheduling/research/2022-01-mhv-and-vaos-appts-list-discovery/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2022-09-appts-list-usability/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2022-09-appts-list-usability/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2023-02-appt-list-usability-screenreader/conversation-guide.md
research_plan,complete,products/health-care/appointments/va-online-scheduling/research/2023-02-appt-list-usability-screenreader/research-plan.md
research_plan,complete,products/health-care/appointments/va-online-scheduling/research/2023-08-print-button-analytics/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2023-10-appt-details-redesign/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2023-10-appt-details-redesign/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2023-10-coordinator-feedback/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2023-10-coordinator-feedback/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2023-11-mhv-on-va-gov-phase-2b-vaos-uat/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2023-11-mhv-on-va-gov-phase-2b-vaos-uat/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2024-05-oh-scheduling/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2024-05-oh-scheduling/research-plan.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2024-05-recent-locations-analytics/research-plan.md
research_plan,complete,products/health-care/appointments/va-online-scheduling/research/2024-08-appointment-details-card-sort/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2025-05-oh-scheduling-vahb/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2025-05-oh-scheduling-vahb/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2025-09-pact-sud-uat/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2025-09-pact-sud-uat/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2025-10-dole-act-appointment-scheduling-preferences/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2025-10-dole-act-appointment-scheduling-preferences/research-plan.md
conversation_guide,complete,products/health-care/appointments/va-online-scheduling/research/2025-oh-scheduling-web-uat/conversation-guide.md
research_plan,has_placeholder,products/health-care/appointments/va-online-scheduling/research/2025-oh-scheduling-web-uat/research-plan.md
research_plan,complete,products/health-care/beneficiary-travel/research/08-2025--Travel Complex Claims Concept Study/ResearchPlan.md
research_plan,has_placeholder,products/health-care/beneficiary-travel/research/2024-01-Status Visibility IA Study/ResearchPlan.md
research_plan,has_placeholder,products/health-care/beneficiary-travel/research/2024-04-Reimbursement-Status-Look-and-Feel-Study/ResearchPlan.md
research_plan,has_placeholder,products/health-care/beneficiary-travel/research/2024-06-Travel-Claim-Status-Language-Generative-Study/Research-Plan.md
research_plan,has_placeholder,products/health-care/beneficiary-travel/research/2025-03-SMOC-UAT-Beta/ResearchPlan.md
research_plan,has_placeholder,products/health-care/beneficiary-travel/research/2025-05-Travel Claim Management Usability/ResearchPlan.md
conversation_guide,complete,products/health-care/champva/1010D/research/users/2024-01-1010D-user-interviews/conversation_guide_user_interviews.md
conversation_guide,complete,products/health-care/champva/1010D/research/users/2025-05-1010d-supportingdocs-usability-test/conversation-guide.md
research_plan,has_placeholder,products/health-care/champva/1010D/research/users/2025-05-1010d-supportingdocs-usability-test/research-plan-template.md
research_plan,has_placeholder,products/health-care/champva/1010D/research/users/2025-05-1010d-supportingdocs-usability-test/research-plan.md
research_plan,has_placeholder,products/health-care/champva/1010D/research/users/2026-01-Tricare Eligibility Usability Research/research_plan.md
conversation_guide,complete,products/health-care/champva/1010D/status-tool/research/CHAMPVA Dependents Management/conversation-guide.md
research_plan,has_placeholder,products/health-care/champva/1010D/status-tool/research/CHAMPVA Dependents Management/research-plan.md
conversation_guide,complete,products/health-care/checkin/discovery/telephone-appointments/staff-interviews/conversation-guide-pcp.md
research_plan,complete,products/health-care/checkin/research/2022-09-checkin-appointment-info-prioritization/research-plan.md
research_plan,complete,products/health-care/checkin/research/2022-09-precheckin-appointment-info-prioritization/research-plan.md
research_plan,complete,products/health-care/checkin/research/2022-10 Patient Check In ID Verification - SSN4 Text Input vs. Date of Birth (DoB) Memorable Date Comparison/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/2022-12 Patient Check In Travel Reimbursement Staff Interviews at Wilkes-Barre/conversation-guide.md
research_plan,complete,products/health-care/checkin/research/2022-12 Patient Check In Travel Reimbursement Staff Interviews at Wilkes-Barre/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/2022-12 Patient Check In Travel Reimbursement Veteran Intercept at Wilkes-Barre/conversation-guide.md
research_plan,complete,products/health-care/checkin/research/2022-12 Patient Check In Travel Reimbursement Veteran Intercept at Wilkes-Barre/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/2023-04 Unified Check-In Experience Usability Study/conversation-guide.md
research_plan,complete,products/health-care/checkin/research/2023-04 Unified Check-In Experience Usability Study/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/2023-11 Past Appointments Travel Reimbursement Generative Usability Study/conversation-guide.md
research_plan,complete,products/health-care/checkin/research/2023-11 Past Appointments Travel Reimbursement Generative Usability Study/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/2024-02 In-Person Travel Reimbursement Research for Oracle Health Facilities/conversation-guide.md
research_plan,has_placeholder,products/health-care/checkin/research/2024-02 In-Person Travel Reimbursement Research for Oracle Health Facilities/research-plan.md
research_plan,complete,products/health-care/checkin/research/2024-04 Unmoderated Content Evaluation for Multiple Facilities Selection in BT Oracle Health App/research-plan.md
research_plan,complete,products/health-care/checkin/research/2024-10 Check in with an MSA after eCheck-in Unmoderated Survey/research-plan.md
research_plan,has_placeholder,products/health-care/checkin/research/2024-10 Check in with an MSA after eCheck-in experiment in-person UAT with Veterans and clinic staff/research-plan.md
research_plan,complete,products/health-care/checkin/research/2025-07-LoROTA Standalone Mileage-Only Travel Reimbursement - Unmoderated UAT/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/accessibility/conversation-guide.md
conversation_guide,complete,products/health-care/checkin/research/remote-discovery/conversation-guide.md
research_plan,has_placeholder,products/health-care/checkin/research/remote-discovery/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/staff-facing/bay-pines-in-person/conversation-guide.md
research_plan,has_placeholder,products/health-care/checkin/research/staff-facing/bay-pines-in-person/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/staff-facing/corpus-christi-in-person/conversation-guide.md
research_plan,has_placeholder,products/health-care/checkin/research/staff-facing/corpus-christi-in-person/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/staff-facing/group-interviews/conversation-guide.md
conversation_guide,complete,products/health-care/checkin/research/staff-facing/individual-interviews/conversation-guide.md
conversation_guide,complete,products/health-care/checkin/research/staff-facing/st-louis/nov-site-visit/conversation-guide.md
conversation_guide,complete,products/health-care/checkin/research/staff-facing/st-louis/pilot-feedback/conversation-guide.md
research_plan,has_placeholder,products/health-care/checkin/research/staff-facing/st-louis/pilot-feedback/research-plan.md
research_plan,has_placeholder,products/health-care/checkin/research/veteran-facing/Martinsburg-Staff-Moderated/Research-Plan.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/Martinsburg-Staff-Moderated/conversation-guide.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/StLouis-pilot-feedback/conversation-guide.md
research_plan,has_placeholder,products/health-care/checkin/research/veteran-facing/StLouis-pilot-feedback/research-plan.md
research_plan,has_placeholder,products/health-care/checkin/research/veteran-facing/appointment-info-hierarchy/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/bay-pines-in-person-uat/conversation-guide.md
research_plan,has_placeholder,products/health-care/checkin/research/veteran-facing/bay-pines-in-person-uat/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/corpus-christi-in-person/conversation-guide.md
research_plan,has_placeholder,products/health-care/checkin/research/veteran-facing/corpus-christi-in-person/research-plan.md
research_plan,has_placeholder,products/health-care/checkin/research/veteran-facing/mvp-UAT/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/mvp-usability/conversation-guide.md
research_plan,complete,products/health-care/checkin/research/veteran-facing/mvp-usability/research-plan.md
research_plan,has_placeholder,products/health-care/checkin/research/veteran-facing/phase-2-3-4/research-plan-conversation-guide.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/phase2-usability/conversation-guide.md
research_plan,complete,products/health-care/checkin/research/veteran-facing/phase2-usability/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/pre-check-in-usability/conversation-guide.md
research_plan,has_placeholder,products/health-care/checkin/research/veteran-facing/pre-check-in-usability/research-plan.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/telephone/conversation-guide.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/travel-reimbursement-mvp-remote-test/conversation-guide-prototype-tasks-for-a-b-starting-with-b.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/travel-reimbursement-mvp-remote-test/conversation-guide-prototype-tasks-for-b-c-starting-with-b.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/travel-reimbursement-mvp-remote-test/conversation-guide-prototype-tasks-for-b-c-starting-with-c.md
conversation_guide,complete,products/health-care/checkin/research/veteran-facing/travel-reimbursement-mvp-remote-test/conversation-guide.md
research_plan,complete,products/health-care/checkin/research/veteran-facing/travel-reimbursement-mvp-remote-test/research-plan.md
conversation_guide,complete,products/health-care/clinical-decision-support/VA-CDS-data-visualization-patterns/patterns/data-grid/research/conversation-guide.md
research_plan,has_placeholder,products/health-care/clinical-decision-support/VA-CDS-data-visualization-patterns/patterns/data-grid/research/research-plan.md
conversation_guide,complete,products/health-care/clinical-decision-support/VA-CDS-data-visualization-patterns/patterns/drawer/research/conversation-guide.md
research_plan,has_placeholder,products/health-care/clinical-decision-support/VA-CDS-data-visualization-patterns/patterns/drawer/research/research-plan.md
conversation_guide,complete,products/health-care/clinical-decision-support/medical-calculators/research/2025-09-Calculator-Detail-Page-Line-Chart-Testing/conversation-guide.md
research_plan,has_placeholder,products/health-care/clinical-decision-support/medical-calculators/research/2025-09-Calculator-Detail-Page-Line-Chart-Testing/research-plan.md
conversation_guide,complete,products/health-care/clinical-decision-support/medical-calculators/research/2026-02-AMPREDICT-PROPREDICT-case-study/conversation-guide.md
conversation_guide,complete,products/health-care/clinical-decision-support/platform/research/2025-12-Patient-Details-Testing/conversation-guide-CPRS.md
conversation_guide,complete,products/health-care/clinical-decision-support/platform/research/2025-12-Patient-Details-Testing/conversation-guide-oracle-health.md
research_plan,complete,products/health-care/clinical-decision-support/platform/research/2025-12-Patient-Details-Testing/research-plan.md
conversation_guide,complete,products/health-care/clinical-decision-support/research/research-templates/conversation-guide.md
research_plan,has_placeholder,products/health-care/clinical-decision-support/research/research-templates/research-plan.md
conversation_guide,complete,products/health-care/clinical-decision-support/task-manager/research/2026-02-Use-Cases-and-Post-Launch-Enhancements/conversation-guide-current.md
conversation_guide,complete,products/health-care/clinical-decision-support/task-manager/research/2026-02-Use-Cases-and-Post-Launch-Enhancements/conversation-guide-prospective.md
research_plan,has_placeholder,products/health-care/clinical-decision-support/task-manager/research/2026-02-Use-Cases-and-Post-Launch-Enhancements/research-plan.md
conversation_guide,complete,products/health-care/covid-vaccine-distribution/research/conversation-guide.md
research_plan,has_placeholder,products/health-care/covid-vaccine-distribution/research/research-plan.md
conversation_guide,complete,products/health-care/covid-vaccine-trials/research/conversation-guide-study-1.md
research_plan,complete,products/health-care/covid-vaccine-trials/research/research-plan.md
conversation_guide,complete,products/health-care/covid-vaccine-trials/research/veo-survey-research/conversation-guide.md
research_plan,complete,products/health-care/covid-vaccine-trials/research/veo-survey-research/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/initial-prototype/Round1_Usability/conversation_guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/initial-prototype/Round1_Usability/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/initial-prototype/Round2_Usability/conversation_guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/initial-prototype/Round2_Usability/research-plan.md
research_plan,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/avs/research/2023-04-MVP-Usability/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/initial-mhv-prototype/Round1_Usability/conversation_guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/initial-mhv-prototype/Round1_Usability/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/initial-mhv-prototype/Round2_Usability/conversation_guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/initial-mhv-prototype/Round2_Usability/research-plan.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/landing-page/research/2025-08-Update Email Prompt/ResearchPlan.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/landing-page/research/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2022-09-discovery-research/conversation-guide-data-focus.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2022-09-informational-interviews/conversation-guide-first-draft.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2022-09-informational-interviews/conversation-guide-product-focus.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2022-09-informational-interviews/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2023-05-usability-testing-round-1/conversation-guide.md
research_plan,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2023-05-usability-testing-round-1/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-03-usability-testing-rd2-at/conversation-guide-AT-Veterans.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-03-usability-testing-rd2-at/conversation-guide-sighted-veterans.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-03-usability-testing-rd2-at/research-plan-AT-Veterans.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-03-usability-testing-rd2-at/research-plan-sighted-veterans.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-08-usability-testing-rd3-at/conversation-guide-at.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-08-usability-testing-rd3-at/conversation-guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-08-usability-testing-rd3-at/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-10-findability-study/conversation-guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-10-findability-study/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-11-MR-SM-RX-usability-study/conversation-guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2024-11-MR-SM-RX-usability-study/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2025-01-usability-testing-rd4-at/conversation-guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2025-01-usability-testing-rd4-at/research-plan.md
research_plan,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2025-04-MR-metrics-and-feedback-study/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2026-03-notification-usability-study/conversation-guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medical-records/research/2026-03-notification-usability-study/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2023-07-medications-usability-testing-round1/conversation-guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2023-07-medications-usability-testing-round1/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2023-11-medications-usability-testing-round2-AT/conversation-guide.md
research_plan,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2023-11-medications-usability-testing-round2-AT/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2024-02-findability-study/conversation-guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2024-02-findability-study/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2024-05-medications-usability-testing-round3-AT/conversation-guide-sighted.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2024-05-medications-usability-testing-round3-AT/conversation-guide-sr-vc.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2024-05-medications-usability-testing-round3-AT/research-plan.md
research_plan,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2025-02-filter-metrics-feedback-study/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2025-03-IPE-study/conversation-guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2025-03-IPE-study/research-plan.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2025-04-medications-metrics-and-feedback-study/research-plan.md
research_plan,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2025-06-IPE-ABC-testing/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2025-11-medications-messaging-and-status-labels-usability-study/conversation-guide.md
research_plan,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2025-11-medications-messaging-and-status-labels-usability-study/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2026-02-medications-management-improvements/conversation-guide.md
research_plan,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/medications/research/2026-02-medications-management-improvements/research-plan.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/overall-content-IA/2022-07-health-apt-tree-test-round1/research-plan-first-click.md
research_plan,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/overall-content-IA/2023-01-my-health-ia-tree-test/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/overall-content-IA/2024-11-adoption-study/conversation-guide.md
research_plan,has_placeholder,products/health-care/digital-health-modernization/mhv-to-va.gov/overall-content-IA/2025-03-SMHD-tree-test/Research-Plan.md
research_plan,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/overall-content-IA/2025-06-appointments-and-other-tasks-tree-test/research-plan.md
conversation_guide,complete,products/health-care/digital-health-modernization/mhv-to-va.gov/secondary-nav/2nd-comparison-study/conversation-guide.md
